threshold,f1,fp,fn,flagged_rate,expected_cost
0.0011618701973930001,0.13064516129032258,1076,2,0.9233838786911412,117600
0.0012019737623631954,0.13075060532687652,1075,2,0.922585794094174,117500
0.0012486742343753576,0.1308562197092084,1074,2,0.9217877094972067,117400
0.0012583223870024085,0.13096200485044462,1073,2,0.9209896249002394,117300
0.0012624195078387856,0.13106796116504854,1072,2,0.9201915403032721,117200
0.0012769579188898206,0.1311740890688259,1071,2,0.9193934557063048,117100
0.0012795408256351948,0.1312803889789303,1070,2,0.9185953711093376,117000
0.0012929689837619662,0.13138686131386862,1069,2,0.9177972865123704,116900
0.0013013366842642426,0.1314935064935065,1068,2,0.9169992019154031,116800
0.0013188186567276716,0.13160032493907392,1067,2,0.9162011173184358,116700
0.0013230860931798816,0.13170731707317074,1066,2,0.9154030327214685,116600
0.0013246666640043259,0.13181448331977216,1065,2,0.9146049481245012,116500
0.0013322725426405668,0.13192182410423453,1064,2,0.9138068635275339,116400
0.0013341727899387479,0.13202933985330073,1063,2,0.9130087789305666,116300
0.0013387652579694986,0.13213703099510604,1062,2,0.9122106943335994,116200
0.0013411752879619598,0.13224489795918368,1061,2,0.9114126097366321,116100
0.0013420141767710447,0.1323529411764706,1060,2,0.9106145251396648,116000
0.0013503399677574635,0.13246116107931316,1059,2,0.9098164405426975,115900
0.0013550828443840146,0.132569558101473,1058,2,0.9090183559457302,115800
